StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Prolific ID,Age,Gender,NativeLanguage,YearEnglish,Ethnicity,Ethnicity_6_TEXT,BornCountry,YearsUS,MomBorn,DadBorn,EmpoymentStatus,Annual-Income,HighestDegree,Ideology,PoliticalParty,Body-Naked_1,Body-Naked_2,Body-Bowel_1,Body-Bowel_2,Body-Genital_1,Body-Genital_2,Judgment-Sex_1,Judgment-Sex_2,Judgment-Smoke_1,Judgment-Smoke_2,Judgment-Medicine_1,Judgment-Medicine_2,Chaperone-Attitude,ChaperoneExperience,ChaperoneDetail,Chaperone-Preference,Physician-Recall,Physician-Gender,Physician-Previous,Chaperone-Presence,Mispresent,ExaminePrivate,BodilyEmbarrassment,Envy1,Envy2,Envy3,Attention1,Envy4,Envy5,Envy6,Envy7,Envy8,EnviedRecall,EnvyBehavior,EnvyBehavior_4_TEXT,EnvyUnfair,EnvyUnfair_5_TEXT,EnviedResponse,EnviedResponse_6_TEXT,Relationship,Envied-Enjoyment,Envied-PA-Preference,Envied-PA-Enjoyment,Envied-FC-Preference,Envied-FC-Enjoyment,Questions: 1C_1,Questions: 1C_2,Questions: 1C_3,Questions: 1C_4,Questions: 1C_5,Questions: 1A_1,Questions: 1A_2,Questions: 1A_3,Questions: 1A_4,Questions: 1A_5,Questions: 1C+C_1,Questions: 1C+C_2,Questions: 1C+C_3,Questions: 1C+C_4,Questions: 1C+C_5,Questions: 1A+C_1,Questions: 1A+C_2,Questions: 1A+C_3,Questions: 1A+C_4,Questions: 1A+C_5,2A: Q1,2A: Q2,2A: Q3,2A: Q4,2A: Q5,2A: Q6,2A: Q7,2A: Q8,2A: Q9,2A: Q10,2A: Q11,2A: Q12,2A: Q13_1,2A: Q13_2,2A: Q13_3,2A: Q13_4,2A: Q13_5,2B: Q1,2B: Q2,2B: Q3,2B: Q4,2B: Q5,2B: Q6,2B: Q7,2B: Q8,2B: Q9,2B: Q10,2B: Q11,2B: Q12,2B: Q13_1,2B: Q13_2,2B: Q13_3,2B: Q13_4,2B: Q13_5,FreeResponse1,FreeResponse2,1-Prohibited,1-StudentAllow,1-FacultyAllow,1-LibraryAllow,2-Prohibited,2-StudentAllow,2-FacultyAllow,2-LibraryAllow,Feedback,PROLIFIC_PID,FL_2_DO,FL_3_DO,EmbarrassmentScenario(randomization)_DO
5/2/2021 0:09,5/2/2021 0:49,IP Address,100,2377,TRUE,5/2/2021 0:49,R_3exCoOocBW0r8gw,anonymous,EN,Yes,607e79fd6c9966814f3df77c,33,Female,"	English (UK)",,African American,,United States of America,,United States of America,United States of America,Employed full time,"$50,000-$100,000",Master's degree,Conservative,Not very strong democrat,7,3,3,7,7,4,2,7,2,7,4,7,I prefer to have a chaperone present but only if they are female,No,,Female Doctor,Yes,Female,Yes,"Yes, a female chaperone",No,No,,Strongly disagree,Strongly disgaree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagaree,Strongly disagree,Strongly disagree,No,,,,,,,,,Strongly prefer Jamie is somewhere else,Dislike,Somewhat prefer the front door,Dislike,,,,,,,,,,,9,9,9,2,1,,,,,,,,,,,,,,,,,,,,,,,"My company earns $1,100,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,300,000; Daniel P. earns $65,000","My company earns $1,400,000; Daniel P. earns $70,000","My company earns $1,500,000; Daniel P. earns $75,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,800,000; Daniel P. earns $90,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $2,000,000; Daniel P. earns $100,000",6,7,5,7,7,The belief I find most harmful and reprehensible is the belief of Harm-based monists. People see actions as morally wrong when they cause someone harm—in the sense of causing pain or suffering.,"Second most harmful and reprehensible belief is the belief that disrespect for authority, group disloyalty, and impurity (the degree to which the action was gross or impure). ","No, it should not be prohibited","Yes, it should be allowed","Yes, it should be allowed",No they shouldn’t avoid it,No,Yes,Yes,No they should't avoid it,,,Charity+Counterfactual,CorporateFundraiser,Emb-Instruction|Judgment-Medicine|Body-Naked|Body-Genital|Body-Bowel|Judgment-Smoke|Judgment-Sex
5/2/2021 0:30,5/2/2021 1:00,IP Address,100,1832,TRUE,5/2/2021 1:00,R_1ClnbK9yJhCqbiw,anonymous,EN,Yes,5c0150326a0c6e00013c6068,70,Male,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Retired/disabled,"$25,000-$50,000",Bachelor's degree in college (4-year),Conservative,Not very strong Republican,1,1,1,1,1,1,1,1,1,1,1,1, I don’t have any preference about the presence/absence of a chaperone,Yes,If I have to discuss my sexual ability with the doctor I prefer my wife not be there since it may embarrass her even though she already knows.,Do not care,Yes,Female,Yes,"Yes, a female chaperone",No,Yes,1,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Yes,The person behaved coldly towards you.,,"Yes, the other person thought you have advantages because of lucky.",,I downplayed my success.,,4,Somewhat like,Prefer Jamie is somewhere else,Somewhat like,Prefer the middle door,Somewhat like,,,,,,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My company earns $1,100,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,100,000; Daniel P. earns $55,000","My company earns $1,200,000; Daniel P. earns $60,000","My company earns $1,300,000; Daniel P. earns $65,000","My company earns $1,400,000; Daniel P. earns $70,000","My company earns $1,500,000; Daniel P. earns $75,000","My company earns $1,600,000; Daniel P. earns $80,000","My company earns $1,700,000; Daniel P. earns $85,000","My company earns $1,800,000; Daniel P. earns $90,000","My company earns $1,900,000; Daniel P. earns $95,000","My company earns $2,000,000; Daniel P. earns $100,000",9,9,9,9,9,Forcing yourself on another person sexually would be harmeful to the other person and reprehensible to society.,Bringing your children up without the option of physical punichment is harmful to the child and reprehensible to people that he will have to deal with in the future due to his warped ideas of right an,"Yes, it should be prohibited","No, it should not be allowed","No, it should not be allowed",No they shouldn’t avoid it,No,Yes,Yes,No they should't avoid it,,,Advertising,CorporateFundraiser,Emb-Instruction|Body-Naked|Judgment-Sex|Judgment-Medicine|Body-Genital|Body-Bowel|Judgment-Smoke
5/2/2021 1:12,5/2/2021 1:29,IP Address,100,1002,TRUE,5/2/2021 1:29,R_ykxOnNUpzj45DAB,anonymous,EN,Yes,5fcdddcd64fc2dd06a6ceadd,52,Male,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Employed full time,"$100,000-$200,000",Master's degree,Very liberal,Lean Democrat,1,1,1,1,1,1,1,1,1,1,1,1, I don’t have any preference about the presence/absence of a chaperone,No,,Do not care,Yes,Female,Yes,No,No,No,,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagaree,Neither disagree nor agree,Disagree,No,,,,,,,,,No preference,Somewhat dislike,No preference,Somewhat dislike,,,,,,,,,,,8,8,5,7,5,,,,,,"My charity earns $1,100,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000 ","My charity earns $1,000,000; other organizer earns $10,000 ","My charity earns $1,000,000; other organizer earns $10,000 ","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000",5,5,5,5,5,,,,,,,,,,,,,,,,,,That religious faith should in any way take precedence over the reality-based community.,That conservatism/neoliberalism/fascism should in any way be considered a good thing.,"No, it should not be prohibited","Yes, it should be allowed","Yes, it should be allowed",No they shouldn’t avoid it,No,Yes,Yes,No they should't avoid it,Interesting! Thank you!,,Charity+Counterfactual,CharitableFundraiser,Emb-Instruction|Judgment-Smoke|Body-Bowel|Judgment-Sex|Body-Naked|Judgment-Medicine|Body-Genital
5/2/2021 1:29,5/2/2021 1:39,IP Address,100,605,TRUE,5/2/2021 1:39,R_2TFxwomKQ8X4EpP,anonymous,EN,,57223b1c01ed330011374d93,61,Male,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Self-employed,I prefer not to say,Some college but no degree,Moderate,Lean Democrat,7,7,1,1,2,2,6,6,1,1,3,3,I slightly prefer no chaperone,Yes,Did not want girl I live with present so I could ask some personal questions ,Female Doctor,Yes,Female,Yes,"Yes, a female chaperone",No,No,,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,No,,,,,,,,,Strongly prefer Jamie is somewhere else,Somewhat like,Strongly prefer the middle door,Strongly Dislike,8,9,8,6,8,,,,,,,,,,,,,,,,"My charity earns $1,100,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,100,000; Daniel P. earns $55,000","My charity earns $1,200,000; Daniel P. earns $60,000 ","My charity earns $1,300,000; Daniel P. earns $65,000 ","My charity earns $1,400,000; Daniel P. earns $70,000","My charity earns $1,500,000; Daniel P. earns $75,000 ","My charity earns $1,600,000; Daniel P. earns $80,000 ","My charity earns $1,700,000; Daniel P. earns $85,000","My charity earns $1,800,000; Daniel P. earns $90,000 ","My charity earns $1,900,000; Daniel P. earns $95,000 ","My charity earns $2,000,000; Daniel P. earns $100,000 ",4,4,2,6,7,,,,,,,,,,,,,,,,,,Depopulation needs to be done so we can survive better,Government has the illegal right to do mind control on citizens,"No, it should not be prohibited","Yes, it should be allowed","Yes, it should be allowed",No they shouldn’t avoid it,No,Yes,Yes,No they should't avoid it,,,Charity,CharitableFundraiser,Emb-Instruction|Body-Bowel|Judgment-Smoke|Judgment-Medicine|Body-Genital|Judgment-Sex|Body-Naked
5/2/2021 1:41,5/2/2021 1:42,IP Address,100,71,TRUE,5/2/2021 1:42,R_2uPMsqHuJb15MWL,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2021 1:28,5/2/2021 1:56,IP Address,100,1681,TRUE,5/2/2021 1:56,R_1KlH9VvnujCkNeq,anonymous,EN,Yes,5d8a64630ffb9c001746ca2c,61,Male,"100%		English (US)",,Asian or Pacific Islander,,United States of America,,Japan,United States of America,Employed full time,"$50,000-$100,000",Associate degree in college (2-year),Conservative,Not very strong Republican,1,6,1,4,1,4,1,6,1,6,1,6,I prefer no chaperone,No,,Male Doctor,Yes,Male,Yes,No,No,Yes,2,Disagree,Strongly disgaree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagaree,Disagree,Disagree,Yes,Other,Overly-friendly,No,,I ignored it.,,2,Neither like nor dislike,Prefer Jamie is somewhere else,Somewhat like,No preference,Somewhat like,,,,,,,,,,,,,,,,7,7,6,6,5,,,,,,,,,,,,,,,,,,"My company earns $1,000,000; Daniel P. earns $50,000","My company earns $1,000,000; Daniel P. earns $50,000","My company earns $1,100,000; Daniel P. earns $55,000","My company earns $1,200,000; Daniel P. earns $60,000","My company earns $1,300,000; Daniel P. earns $65,000","My company earns $1,400,000; Daniel P. earns $70,000","My company earns $1,500,000; Daniel P. earns $75,000","My company earns $1,600,000; Daniel P. earns $80,000","My company earns $1,700,000; Daniel P. earns $85,000","My company earns $1,800,000; Daniel P. earns $90,000","My company earns $1,900,000; Daniel P. earns $95,000","My company earns $2,000,000; Daniel P. earns $100,000",7,7,8,8,9,"We have free and fair elections. I believe our elections are so fraught with fraud they're meaningless to even conduct. When people lose faith in the process, we all have a tendency to lose.","We are lied to on a continuous basis. Our leaders will lie and cheat wholesale. They don't care about us, they just care about you voting for them on that given day. Otherwise, they could care less.","No, it should not be prohibited","Yes, it should be allowed","Yes, it should be allowed",No they shouldn’t avoid it,No,Yes,Yes,No they should't avoid it,,,Advertising+Counterfactual,CorporateFundraiser,Emb-Instruction|Judgment-Medicine|Judgment-Smoke|Judgment-Sex|Body-Naked|Body-Bowel|Body-Genital
5/2/2021 1:33,5/2/2021 2:00,IP Address,100,1565,TRUE,5/2/2021 2:00,R_30ufkQy4JG9d70k,anonymous,EN,Yes,5c8eb16ed169ac0001c27629,67,Female,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Retired/disabled,"$25,000-$50,000",Some college but no degree,Liberal,Independent,4,4,1,1,3,3,1,1,1,1,5,5, I don’t have any preference about the presence/absence of a chaperone,No,,Do not care,Yes,Male,Yes,"Yes, a female chaperone",No,No,,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Neither disagree nor agree,Disagree,Yes,The person behaved coldly towards you.,,"Yes, the other person thought you have advantages because of lucky.",,I ignored it.,,6,Neither like nor dislike,No preference,Neither like nor dislike,No preference,Neither like nor dislike,,,,,,9,9,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My company earns $1,100,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,100,000; Daniel P. earns $55,000","My company earns $1,200,000; Daniel P. earns $60,000","My company earns $1,300,000; Daniel P. earns $65,000","My company earns $1,400,000; Daniel P. earns $70,000","My company earns $1,500,000; Daniel P. earns $75,000","My company earns $1,600,000; Daniel P. earns $80,000","My company earns $1,700,000; Daniel P. earns $85,000","My company earns $1,800,000; Daniel P. earns $90,000","My company earns $1,900,000; Daniel P. earns $95,000","My company earns $2,000,000; Daniel P. earns $100,000",9,5,8,8,5,"The belief I find most harmful and reprehensible is the belief that religious people feel they are morally superior to others. I find they are often the most hateful, judgmental, and hypocritical.","Humans are superior to animals. Although we may be at the top of the food chain, it does not give us the right to abuse and desicrate them. I believe we all have a right to inhabit this planet.","No, it should not be prohibited","No, it should not be allowed","No, it should not be allowed",No they shouldn’t avoid it,Not Sure,Yes,No,Not Sure,Very interesting study and well executed! Thank you.,,Advertising,CorporateFundraiser,Emb-Instruction|Body-Bowel|Body-Genital|Judgment-Smoke|Body-Naked|Judgment-Sex|Judgment-Medicine
5/2/2021 1:41,5/2/2021 2:07,IP Address,100,1532,TRUE,5/2/2021 2:07,R_3MEf8GMzyzTeSQe,anonymous,EN,Yes,60367f78082e3dedb8238ea3,74,Female,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Retired/disabled,"Less than $25,000",Some college but no degree,Liberal,Strong democrat,7,6,3,1,5,3,4,5,2,6,2,5,I prefer no chaperone,No,,Do not care,Yes,Male,Yes,No,No,No,,Strongly disagree,Strongly disgaree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagaree,Strongly disagree,Strongly disagree,Yes,Other,person's anxiety,No,,I was nice to the person.,,5,Neither like nor dislike,Prefer Jamie is somewhere else,Neither like nor dislike,Prefer the middle door,Neither like nor dislike,,,,,,7,7,6,3,3,,,,,,,,,,,"My charity earns $1,100,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000 ","My charity earns $1,000,000; other organizer earns $10,000 ","My charity earns $1,000,000; other organizer earns $10,000 ","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $2,000,000; Daniel P. earns $100,000 ",6,6,5,5,5,,,,,,,,,,,,,,,,,,people do not need to be vaccinated for covid 19,overblown defition of right to bear arms,"No, it should not be prohibited","Yes, it should be allowed","Yes, it should be allowed",No they shouldn’t avoid it,No,Yes,Yes,No they should't avoid it,,,Advertising,CharitableFundraiser,Emb-Instruction|Judgment-Medicine|Judgment-Sex|Body-Bowel|Body-Genital|Body-Naked|Judgment-Smoke
5/2/2021 2:08,5/2/2021 2:17,IP Address,100,562,TRUE,5/2/2021 2:17,R_1Cd041xDpZuxZZq,anonymous,EN,Yes,583ec287ad2f4300014b355a,64,Male,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Employed full time,"$50,000-$100,000",Bachelor's degree in college (4-year),Liberal,Strong democrat,6,7,7,7,6,5,2,6,1,3,1,1, I don’t have any preference about the presence/absence of a chaperone,No,,Do not care,Yes,Male,Yes,No,Yes,Can't Remenber,,Somewhat disagree,Somewhat disagree,Disagree,Strongly disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Yes,The person said he/she was envious of you.,,"Yes, the other person thought you have advantages because of lucky.",,I ignored it.,,5,Dislike,No preference,Neither like nor dislike,Strongly prefer the front door,Strongly like,5,7,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My company earns $1,000,000; Daniel P. earns $50,000","My company earns $1,000,000; Daniel P. earns $50,000","My company earns $1,100,000; Daniel P. earns $55,000","My company earns $1,200,000; Daniel P. earns $60,000","My company earns $1,300,000; Daniel P. earns $65,000","My company earns $1,400,000; Daniel P. earns $70,000","My company earns $1,500,000; Daniel P. earns $75,000","My company earns $1,600,000; Daniel P. earns $80,000","My company earns $1,700,000; Daniel P. earns $85,000","My company earns $1,800,000; Daniel P. earns $90,000","My company earns $1,900,000; Daniel P. earns $95,000","My company earns $2,000,000; Daniel P. earns $100,000",7,7,8,9,9,animals are property,humans have the right to abuse the planet Earth,"No, it should not be prohibited","Yes, it should be allowed","Yes, it should be allowed",No they shouldn’t avoid it,No,Yes,Yes,No they should't avoid it,,,Charity,CorporateFundraiser,Emb-Instruction|Judgment-Medicine|Body-Naked|Judgment-Smoke|Judgment-Sex|Body-Bowel|Body-Genital
5/2/2021 1:58,5/2/2021 2:34,IP Address,100,2160,TRUE,5/2/2021 2:34,R_3Okwuv6TSKLGIjC,anonymous,EN,Yes,5e30b943ed1662000bdd12ad,60,Female,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Employed part time,"$25,000-$50,000",Associate degree in college (2-year),Moderate,Not sure or no party identification,6,4,5,3,5,4,2,2,1,1,3,2, I don’t have any preference about the presence/absence of a chaperone,No,,Do not care,Yes,Male,Yes,No,Yes,No,,Disagree,Somewhat agree,Disagree,Strongly disagree,Neither disagree nor agree,Strongly disagree,Somewhat agree,Disagree,Strongly disagree,No,,,,,,,,,Prefer Jamie is somewhere else,Dislike,Somewhat prefer the front door,Somewhat like,,,,,,8,8,5,2,2,,,,,,,,,,,"My charity earns $1,100,000; other organizer earns $10,000","My charity earns $1,000,000; Daniel P. earns $50,000","My charity earns $1,100,000; Daniel P. earns $55,000","My charity earns $1,200,000; Daniel P. earns $60,000 ","My charity earns $1,300,000; Daniel P. earns $65,000 ","My charity earns $1,400,000; Daniel P. earns $70,000","My charity earns $1,500,000; Daniel P. earns $75,000 ","My charity earns $1,600,000; Daniel P. earns $80,000 ","My charity earns $1,700,000; Daniel P. earns $85,000","My charity earns $1,800,000; Daniel P. earns $90,000 ","My charity earns $1,900,000; Daniel P. earns $95,000 ","My charity earns $2,000,000; Daniel P. earns $100,000 ",6,2,4,9,5,,,,,,,,,,,,,,,,,,Pedophilia is a sexual orientation and not a criminal act.,Men are superior beings. ,"Yes, it should be prohibited","No, it should not be allowed","No, it should not be allowed",No they shouldn’t avoid it,No,Yes,No,No they should't avoid it,"The answers to a lot of the questions were dependent on specific variables. Such as the charity organizers question. My answers could have been different depending on the outcome of those variables. So I assumed the organizers did a fantastic job to where everyone was surprised, fed, entertained, and shown gratefulness beyond belief. My rationale was because the charity probably wouldn't have earned so much money if people weren't.
Thank you for allowing me to participate. ",,Advertising,CharitableFundraiser,Emb-Instruction|Body-Genital|Body-Naked|Judgment-Sex|Body-Bowel|Judgment-Smoke|Judgment-Medicine
5/2/2021 2:11,5/2/2021 2:36,IP Address,100,1483,TRUE,5/2/2021 2:36,R_1omN2NyPSoZh8En,anonymous,EN,Yes,60793081b0ae33afcdb92b43,34,Female,"100%		English (US)",,African American,,United States of America,,Kenya,United States of America,Employed part time,"$50,000-$100,000",Master's degree,Conservative,Strong Republican,5,5,5,4,5,5,5,5,5,6,4,5, I don’t have any preference about the presence/absence of a chaperone,No,,Do not care,No,,,,,,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Disagree,Disagree,Neither disagree nor agree,Somewhat disagree,Somewhat disagree,No,,,,,,,,,Prefer Jamie is somewhere else,Neither like nor dislike,No preference,Neither like nor dislike,,,,,,,,,,,6,5,5,5,6,,,,,,"My charity earns $1,100,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000 ","My charity earns $1,000,000; other organizer earns $10,000 ","My charity earns $1,000,000; other organizer earns $10,000 ","My charity earns $1,400,000; Daniel P. earns $70,000","My charity earns $1,500,000; Daniel P. earns $75,000 ","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,700,000; Daniel P. earns $85,000","My charity earns $1,800,000; Daniel P. earns $90,000 ","My charity earns $1,900,000; Daniel P. earns $95,000 ","My charity earns $2,000,000; Daniel P. earns $100,000 ",6,6,6,5,5,,,,,,,,,,,,,,,,,,there's nothing wrong with child molestation,there is nothing wrong with racism,"Yes, it should be prohibited","Yes, it should be allowed","Yes, it should be allowed",Yes they should avoid it,Yes,Yes,Yes,Yes they should avoid it,No comments,,Charity+Counterfactual,CharitableFundraiser,Emb-Instruction|Body-Bowel|Judgment-Sex|Judgment-Medicine|Body-Naked|Judgment-Smoke|Body-Genital
5/2/2021 2:12,5/2/2021 2:39,IP Address,100,1624,TRUE,5/2/2021 2:39,R_1EXqkRo09lsmtFB,anonymous,EN,Yes,5a5a507d76d1c60001ab2ac7,59,Female,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Retired/disabled,"Less than $25,000",Some college but no degree,Moderate,Independent,7,7,6,5,7,6,7,7,2,5,4,5,I prefer to have a chaperone present but only if they are female,No,,Female Doctor,Yes,Male,Yes,No,Yes,No,,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Somewhat agree,Disagree,Strongly disagree,Yes,The person behaved in a hostile way towards you.,,No,,I ignored it.,,7,Strongly dislike,Strongly prefer Jamie is somewhere else,Strongly Dislike,Prefer the middle door,Neither like nor dislike,,,,,,,,,,,,,,,,7,9,7,5,3,"My charity earns $1,100,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000 ","My charity earns $1,000,000; other organizer earns $10,000 ","My charity earns $1,000,000; other organizer earns $10,000 ","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000",3,3,2,5,3,,,,,,,,,,,,,,,,,,teaching sex education that involve gender identity and homosexual acts in elementary school children. This should be taught at home. Not the schools responsibility to teach children that,Critical race theory. This is dangerous. History should be taught in an honest manner not bashing another race.,"No, it should not be prohibited","Yes, it should be allowed","Yes, it should be allowed",No they shouldn’t avoid it,No,Yes,Yes,No they should't avoid it,Freedom of speech should be for everyone. Doesnt mean it should be taught or shoved down our throats. But we all no matter how uncomfortable should be allowed to express an opinion publicly.,,Advertising+Counterfactual,CharitableFundraiser,Emb-Instruction|Judgment-Sex|Body-Bowel|Body-Genital|Body-Naked|Judgment-Smoke|Judgment-Medicine
5/2/2021 2:37,5/2/2021 2:54,IP Address,100,1005,TRUE,5/2/2021 2:54,R_ZaiZ5x8MQi0Vgdj,anonymous,EN,Yes,5c365b5e8821900001b3876c,60,Female,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Retired/disabled,"Less than $25,000",Bachelor's degree in college (4-year),Liberal,Strong democrat,6,6,2,2,7,7,2,2,4,4,2,2,I prefer no chaperone,Yes,During a gyno exam the doctor called in an intern to watch his procedure. I was mortified.,Do not care,Yes,Male,No,No,No,No,,Strongly disagree,Neither disagree nor agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neither disagree nor agree,Neither disagree nor agree,Disagree,No,,,,,,,,,No preference,Somewhat dislike,No preference,Neither like nor dislike,,,,,,,,,,,5,5,5,7,5,,,,,,"My charity earns $1,100,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000 ","My charity earns $1,000,000; other organizer earns $10,000 ","My charity earns $1,000,000; other organizer earns $10,000 ","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000",3,3,2,5,5,,,,,,,,,,,,,,,,,,People refuse to wear a mask and social distance during a pandemic.,Smoking kills thousands of people each day and it is still legal.,"Yes, it should be prohibited","No, it should not be allowed","No, it should not be allowed",No they shouldn’t avoid it,Yes,No,No,Yes they should avoid it,Please stay safe and wear a mask in public and please do your part to help save our planet. https://www.youtube.com/watch?v=ZlLAsoyDp6o,,Charity+Counterfactual,CharitableFundraiser,Emb-Instruction|Judgment-Medicine|Body-Bowel|Judgment-Smoke|Judgment-Sex|Body-Naked|Body-Genital
5/2/2021 2:38,5/2/2021 2:57,IP Address,100,1151,TRUE,5/2/2021 2:57,R_3oL21y2MoF0amKH,anonymous,EN,Yes,5995be89f9db7d0001895993,63,Female,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Self-employed,"$50,000-$100,000",Bachelor's degree in college (4-year),Conservative,Independent,3,2,1,1,2,7,1,1,1,2,2,1, I don’t have any preference about the presence/absence of a chaperone,No,,Do not care,Yes,Male,Yes,Can’t remember,No,No,,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Yes,The person said he/she was envious of you.,,No,,I was nice to the person.,,6,Neither like nor dislike,Somewhat prefer Jamie is somewhere else,Strongly Dislike,No preference,Dislike,,,,,,,,,,,8,8,7,8,4,,,,,,,,,,,,,,,,,,,,,,,"My company earns $1,100,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,500,000; Daniel P. earns $75,000","My company earns $1,600,000; Daniel P. earns $80,000","My company earns $1,700,000; Daniel P. earns $85,000","My company earns $1,800,000; Daniel P. earns $90,000","My company earns $1,900,000; Daniel P. earns $95,000","My company earns $2,000,000; Daniel P. earns $100,000",7,7,7,7,8,one's race is superior to all others. We must recognize that we all share this earth and we all should be treated equal.,"terrorism is used to fight a country that does not share one's beliefs. Diplomacy should always be first, followed by other non violent actions, and military action only used when all else has failed","No, it should not be prohibited","Yes, it should be allowed","Yes, it should be allowed",No they shouldn’t avoid it,No,Yes,Yes,No they should't avoid it,,,Charity+Counterfactual,CorporateFundraiser,Emb-Instruction|Body-Genital|Judgment-Medicine|Judgment-Smoke|Judgment-Sex|Body-Naked|Body-Bowel
